@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
440,'2026/06/11 16:30:34:995',14,0.240569,0.15474,0.251888,0.644065,0.486183,0.774175,0.5,0.35,0.15,0.15
441,'2026/06/11 16:30:35:037',14,0.387251,0.339549,0.307125,0.578489,0.592609,0.64621,0.5,0.35,0.15,0.15
442,'2026/06/11 16:30:35:038',14,0.387251,0.339549,0.307125,0.578489,0.592609,0.64621,0.5,0.35,0.15,0.15
443,'2026/06/11 16:30:35:074',14,0.297491,0.241639,0.562464,0.726316,0.599447,0.653108,0.5,0.35,0.15,0.15
444,'2026/06/11 16:30:35:074',14,0.297491,0.241639,0.562464,0.726316,0.599447,0.653108,0.5,0.35,0.15,0.15
445,'2026/06/11 16:30:35:111',14,0.350141,0.344259,0.584347,0.625154,0.541072,0.676986,0.5,0.35,0.15,0.15
446,'2026/06/11 16:30:35:111',14,0.350141,0.344259,0.584347,0.625154,0.541072,0.676986,0.5,0.35,0.15,0.15
447,'2026/06/11 16:30:35:147',14,0.477035,0.406421,0.598025,0.650146,0.59938,0.713803,0.5,0.35,0.15,0.15
448,'2026/06/11 16:30:35:148',14,0.477035,0.406421,0.598025,0.650146,0.59938,0.713803,0.5,0.35,0.15,0.15
449,'2026/06/11 16:30:35:186',14,0.559549,0.441377,0.729374,0.799987,0.543869,0.676354,0.5,0.35,0.15,0.15
450,'2026/06/11 16:30:35:187',14,0.559549,0.441377,0.729374,0.799987,0.543869,0.676354,0.5,0.35,0.15,0.15
451,'2026/06/11 16:30:35:219',14,0.516272,0.516389,0.747559,0.728861,0.598201,0.64768,0.5,0.35,0.15,0.15
452,'2026/06/11 16:30:35:219',14,0.516272,0.516389,0.747559,0.728861,0.598201,0.64768,0.5,0.35,0.15,0.15
453,'2026/06/11 16:30:35:259',14,0.547856,0.570166,0.719175,0.61907,0.486414,0.789178,0.5,0.35,0.15,0.15
454,'2026/06/11 16:30:35:259',14,0.547856,0.570166,0.719175,0.61907,0.486414,0.789178,0.5,0.35,0.15,0.15
455,'2026/06/11 16:30:35:294',14,0.747277,0.515064,0.666985,0.493021,0.614849,0.64947,0.5,0.35,0.15,0.15
456,'2026/06/11 16:30:35:294',14,0.747277,0.515064,0.666985,0.493021,0.614849,0.64947,0.5,0.35,0.15,0.15
457,'2026/06/11 16:30:35:330',14,0.689965,0.647059,0.494647,0.471173,0.525934,0.625334,0.5,0.35,0.15,0.15
458,'2026/06/11 16:30:35:332',14,0.689965,0.647059,0.494647,0.471173,0.525934,0.625334,0.5,0.35,0.15,0.15
459,'2026/06/11 16:30:35:366',14,0.622693,0.541531,0.442448,0.536671,0.529986,0.625638,0.5,0.35,0.15,0.15
460,'2026/06/11 16:30:35:370',14,0.622693,0.541531,0.442448,0.536671,0.529986,0.625638,0.5,0.35,0.15,0.15
461,'2026/06/11 16:30:35:404',14,0.838919,0.577479,0.478448,0.428711,0.492016,0.677376,0.5,0.35,0.15,0.15
462,'2026/06/11 16:30:35:404',14,0.838919,0.577479,0.478448,0.428711,0.492016,0.677376,0.5,0.35,0.15,0.15
463,'2026/06/11 16:30:35:442',14,0.800425,0.505435,0.290295,0.360065,0.541776,0.62105,0.5,0.35,0.15,0.15
464,'2026/06/11 16:30:35:443',14,0.800425,0.505435,0.290295,0.360065,0.541776,0.62105,0.5,0.35,0.15,0.15
465,'2026/06/11 16:30:35:479',14,0.587523,0.366041,0.395866,0.289994,0.586358,0.725554,0.5,0.35,0.15,0.15
466,'2026/06/11 16:30:35:479',14,0.587523,0.366041,0.395866,0.289994,0.586358,0.725554,0.5,0.35,0.15,0.15
467,'2026/06/11 16:30:35:516',14,0.546902,0.317903,0.215866,0.155862,0.537172,0.77878,0.5,0.35,0.15,0.15
468,'2026/06/11 16:30:35:517',14,0.546902,0.317903,0.215866,0.155862,0.537172,0.77878,0.5,0.35,0.15,0.15
469,'2026/06/11 16:30:35:553',14,0.570562,0.229696,0.323344,0.293595,0.47263,0.723075,0.5,0.35,0.15,0.15
470,'2026/06/11 16:30:35:553',14,0.570562,0.229696,0.323344,0.293595,0.47263,0.723075,0.5,0.35,0.15,0.15
471,'2026/06/11 16:30:35:591',14,0.453953,0.190156,0.1895,0.323211,0.50849,0.703314,0.5,0.35,0.15,0.15
472,'2026/06/11 16:30:35:592',14,0.453953,0.190156,0.1895,0.323211,0.50849,0.703314,0.5,0.35,0.15,0.15
473,'2026/06/11 16:30:35:627',14,0.490749,0.143398,0.320436,0.234155,0.55417,0.721466,0.5,0.35,0.15,0.15
474,'2026/06/11 16:30:35:627',14,0.490749,0.143398,0.320436,0.234155,0.55417,0.721466,0.5,0.35,0.15,0.15
475,'2026/06/11 16:30:35:662',14,0.510238,0.216096,0.199925,0.386085,0.571707,0.816208,0.5,0.35,0.15,0.15
476,'2026/06/11 16:30:35:663',14,0.510238,0.216096,0.199925,0.386085,0.571707,0.816208,0.5,0.35,0.15,0.15
477,'2026/06/11 16:30:36:366',16,0.660584,0.753445,0.721051,0.594603,0.933976,0.168978,0.7,0.74,0.8,0.7
478,'2026/06/11 16:30:36:367',16,0.660584,0.753445,0.721051,0.594603,0.933976,0.168978,0.7,0.74,0.8,0.7
479,'2026/06/11 16:30:36:405',16,0.786633,0.879266,0.666936,0.5379,0.922761,0.181946,0.7,0.74,0.8,0.7
480,'2026/06/11 16:30:36:405',16,0.786633,0.879266,0.666936,0.5379,0.922761,0.181946,0.7,0.74,0.8,0.7
481,'2026/06/11 16:30:36:445',16,0.730422,0.900796,0.673538,0.588696,0.927904,0.181805,0.7,0.74,0.8,0.7
482,'2026/06/11 16:30:36:445',16,0.730422,0.900796,0.673538,0.588696,0.927904,0.181805,0.7,0.74,0.8,0.7
483,'2026/06/11 16:30:36:479',16,0.74413,0.90455,0.654448,0.508965,0.892628,0.138963,0.7,0.74,0.8,0.7
484,'2026/06/11 16:30:36:479',16,0.74413,0.90455,0.654448,0.508965,0.892628,0.138963,0.7,0.74,0.8,0.7
485,'2026/06/11 16:30:36:516',16,0.761864,0.919129,0.635793,0.559682,0.922582,0.142732,0.7,0.74,0.8,0.7
486,'2026/06/11 16:30:36:517',16,0.761864,0.919129,0.635793,0.559682,0.922582,0.142732,0.7,0.74,0.8,0.7
487,'2026/06/11 16:30:36:555',16,0.884363,0.796878,0.586237,0.503675,0.941948,0.148235,0.7,0.74,0.8,0.7
488,'2026/06/11 16:30:36:559',16,0.884363,0.796878,0.586237,0.503675,0.941948,0.148235,0.7,0.74,0.8,0.7
489,'2026/06/11 16:30:36:593',16,0.779185,0.794091,0.617436,0.472765,0.943678,0.152065,0.7,0.74,0.8,0.7
490,'2026/06/11 16:30:36:594',16,0.779185,0.794091,0.617436,0.472765,0.943678,0.152065,0.7,0.74,0.8,0.7
491,'2026/06/11 16:30:36:630',16,0.897672,0.7778,0.538554,0.475118,0.921157,0.18108,0.7,0.74,0.8,0.7
492,'2026/06/11 16:30:36:632',16,0.897672,0.7778,0.538554,0.475118,0.921157,0.18108,0.7,0.74,0.8,0.7
493,'2026/06/11 16:30:36:669',16,0.829593,0.681614,0.52309,0.452336,0.922728,0.147485,0.7,0.74,0.8,0.7
494,'2026/06/11 16:30:36:669',16,0.829593,0.681614,0.52309,0.452336,0.922728,0.147485,0.7,0.74,0.8,0.7
495,'2026/06/11 16:30:36:706',16,0.688866,0.725274,0.465891,0.425217,0.915567,0.173284,0.7,0.74,0.8,0.7
496,'2026/06/11 16:30:36:706',16,0.688866,0.725274,0.465891,0.425217,0.915567,0.173284,0.7,0.74,0.8,0.7
497,'2026/06/11 16:30:36:741',16,0.689936,0.604286,0.520203,0.40432,0.949889,0.144219,0.7,0.74,0.8,0.7
498,'2026/06/11 16:30:36:741',16,0.689936,0.604286,0.520203,0.40432,0.949889,0.144219,0.7,0.74,0.8,0.7
499,'2026/06/11 16:30:36:778',16,0.746865,0.703273,0.421086,0.456648,0.911799,0.181077,0.7,0.74,0.8,0.7
500,'2026/06/11 16:30:36:779',16,0.746865,0.703273,0.421086,0.456648,0.911799,0.181077,0.7,0.74,0.8,0.7
501,'2026/06/11 16:30:36:817',16,0.657896,0.685322,0.435435,0.478543,0.936879,0.127436,0.7,0.74,0.8,0.7
502,'2026/06/11 16:30:36:817',16,0.657896,0.685322,0.435435,0.478543,0.936879,0.127436,0.7,0.74,0.8,0.7
503,'2026/06/11 16:30:36:855',16,0.525598,0.653163,0.477847,0.482071,0.924035,0.167357,0.7,0.74,0.8,0.7
504,'2026/06/11 16:30:36:856',16,0.525598,0.653163,0.477847,0.482071,0.924035,0.167357,0.7,0.74,0.8,0.7
505,'2026/06/11 16:30:36:894',16,0.598826,0.680833,0.502045,0.560391,0.924435,0.162062,0.7,0.74,0.8,0.7
506,'2026/06/11 16:30:36:894',16,0.598826,0.680833,0.502045,0.560391,0.924435,0.162062,0.7,0.74,0.8,0.7
507,'2026/06/11 16:30:36:932',16,0.541151,0.653997,0.516637,0.514315,0.934141,0.159933,0.7,0.74,0.8,0.7
508,'2026/06/11 16:30:36:932',16,0.541151,0.653997,0.516637,0.514315,0.934141,0.159933,0.7,0.74,0.8,0.7
509,'2026/06/11 16:30:36:967',16,0.5398,0.666603,0.550446,0.560068,0.916776,0.194746,0.7,0.74,0.8,0.7
510,'2026/06/11 16:30:36:968',16,0.5398,0.666603,0.550446,0.560068,0.916776,0.194746,0.7,0.74,0.8,0.7
511,'2026/06/11 16:30:37:008',16,0.537078,0.74874,0.610414,0.565343,0.94117,0.156643,0.7,0.74,0.8,0.7
512,'2026/06/11 16:30:37:010',16,0.537078,0.74874,0.610414,0.565343,0.94117,0.156643,0.7,0.74,0.8,0.7
513,'2026/06/11 16:30:37:045',16,0.660522,0.719777,0.591545,0.645905,0.940731,0.147371,0.7,0.74,0.8,0.7
514,'2026/06/11 16:30:37:047',16,0.660522,0.719777,0.591545,0.645905,0.940731,0.147371,0.7,0.74,0.8,0.7
515,'2026/06/11 16:30:37:080',16,0.607179,0.704736,0.669992,0.674897,0.941082,0.174827,0.7,0.74,0.8,0.7
516,'2026/06/11 16:30:37:082',16,0.607179,0.704736,0.669992,0.674897,0.941082,0.174827,0.7,0.74,0.8,0.7
517,'2026/06/11 16:30:37:116',16,0.74112,0.820744,0.716275,0.622911,0.897282,0.139069,0.7,0.74,0.8,0.7
518,'2026/06/11 16:30:37:116',16,0.74112,0.820744,0.716275,0.622911,0.897282,0.139069,0.7,0.74,0.8,0.7
519,'2026/06/11 16:30:37:151',16,0.658635,0.87228,0.630981,0.612886,0.912135,0.181256,0.7,0.74,0.8,0.7
520,'2026/06/11 16:30:37:152',16,0.658635,0.87228,0.630981,0.612886,0.912135,0.181256,0.7,0.74,0.8,0.7
521,'2026/06/11 16:30:37:197',16,0.766834,0.869024,0.635039,0.560105,0.949976,0.175321,0.7,0.74,0.8,0.7
522,'2026/06/11 16:30:37:199',16,0.766834,0.869024,0.635039,0.560105,0.949976,0.175321,0.7,0.74,0.8,0.7
523,'2026/06/11 16:30:37:227',16,0.799443,0.902319,0.710719,0.502626,0.948343,0.169964,0.7,0.74,0.8,0.7
524,'2026/06/11 16:30:37:228',16,0.799443,0.902319,0.710719,0.502626,0.948343,0.169964,0.7,0.74,0.8,0.7
525,'2026/06/11 16:30:37:267',16,0.81531,0.889658,0.632021,0.566806,0.936816,0.169786,0.7,0.74,0.8,0.7
526,'2026/06/11 16:30:37:268',16,0.81531,0.889658,0.632021,0.566806,0.936816,0.169786,0.7,0.74,0.8,0.7
527,'2026/06/11 16:30:37:301',16,0.789055,0.918068,0.614845,0.538278,0.893325,0.133691,0.7,0.74,0.8,0.7
528,'2026/06/11 16:30:37:301',16,0.789055,0.918068,0.614845,0.538278,0.893325,0.133691,0.7,0.74,0.8,0.7
529,'2026/06/11 16:30:37:339',16,0.788163,0.783803,0.569948,0.484509,0.910761,0.190863,0.7,0.74,0.8,0.7
530,'2026/06/11 16:30:37:340',16,0.788163,0.783803,0.569948,0.484509,0.910761,0.190863,0.7,0.74,0.8,0.7
531,'2026/06/11 16:30:37:377',16,0.897377,0.848785,0.528565,0.451575,0.92305,0.133762,0.7,0.74,0.8,0.7
532,'2026/06/11 16:30:37:384',16,0.897377,0.848785,0.528565,0.451575,0.92305,0.133762,0.7,0.74,0.8,0.7
533,'2026/06/11 16:30:37:414',16,0.780791,0.769086,0.528046,0.379377,0.946496,0.135794,0.7,0.74,0.8,0.7
534,'2026/06/11 16:30:37:414',16,0.780791,0.769086,0.528046,0.379377,0.946496,0.135794,0.7,0.74,0.8,0.7
535,'2026/06/11 16:30:37:453',16,0.805542,0.757086,0.514411,0.453305,0.923817,0.182767,0.7,0.74,0.8,0.7
536,'2026/06/11 16:30:37:453',16,0.805542,0.757086,0.514411,0.453305,0.923817,0.182767,0.7,0.74,0.8,0.7
537,'2026/06/11 16:30:37:488',16,0.665109,0.625632,0.500029,0.424401,0.929068,0.178687,0.7,0.74,0.8,0.7
538,'2026/06/11 16:30:37:488',16,0.665109,0.625632,0.500029,0.424401,0.929068,0.178687,0.7,0.74,0.8,0.7
539,'2026/06/11 16:30:37:526',16,0.683912,0.676467,0.473006,0.443088,0.90738,0.191966,0.7,0.74,0.8,0.7
540,'2026/06/11 16:30:37:528',16,0.683912,0.676467,0.473006,0.443088,0.90738,0.191966,0.7,0.74,0.8,0.7
541,'2026/06/11 16:30:37:562',16,0.651471,0.675049,0.495459,0.424648,0.894378,0.129194,0.7,0.74,0.8,0.7
542,'2026/06/11 16:30:37:563',16,0.651471,0.675049,0.495459,0.424648,0.894378,0.129194,0.7,0.74,0.8,0.7
543,'2026/06/11 16:30:37:600',16,0.605696,0.615481,0.447591,0.489425,0.908755,0.175285,0.7,0.74,0.8,0.7
544,'2026/06/11 16:30:37:601',16,0.605696,0.615481,0.447591,0.489425,0.908755,0.175285,0.7,0.74,0.8,0.7
